loan_status,fico_range_low,fico_range_high,int_rate,dti,term,verification_status,grade,sub_grade,issue_d,annual_inc,purpose,default_flag,fico_mid,fico_bucket,int_rate_clean,int_rate_bucket,dti_bucket,term_numeric,issue_year
Fully Paid,705,709,1577.00%,18.99,36 months,Source Verified,D,D1,Dec-2015,85000,debt_consolidation,0,707,700-749,0.1577,15-20%,0-20%,36,2015
Fully Paid,705,709,849.00%,23.48,36 months,Not Verified,B,B1,Dec-2015,49890,debt_consolidation,0,707,700-749,0.0849,<10%,20-35%,36,2015
Fully Paid,660,664,1577.00%,35.51,36 months,Not Verified,D,D1,Dec-2015,68000,credit_card,0,662,650-699,0.1577,15-20%,35-45%,36,2015
Fully Paid,765,769,1148.00%,16.54,36 months,Source Verified,B,B5,Dec-2015,50000,home_improvement,0,767,750+,0.1148,10-15%,0-20%,36,2015
Fully Paid,685,689,1399.00%,9.71,36 months,Source Verified,C,C4,Dec-2015,40000,small_business,0,687,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,675,679,1148.00%,12.85,36 months,Source Verified,B,B5,Dec-2015,65000,debt_consolidation,0,677,650-699,0.1148,10-15%,0-20%,36,2015
Charged Off,730,734,1199.00%,11.42,60 months,Not Verified,C,C1,Dec-2015,125000,car,1,732,700-749,0.1199,10-15%,0-20%,60,2015
Fully Paid,705,709,849.00%,30.1,36 months,Not Verified,B,B1,Dec-2015,50000,credit_card,0,707,700-749,0.0849,<10%,20-35%,36,2015
Fully Paid,685,689,2509.00%,23.2,60 months,Verified,F,F4,Dec-2015,104000,house,0,687,650-699,0.2509,20%+,20-35%,60,2015
Fully Paid,695,699,1344.00%,11.89,36 months,Source Verified,C,C3,Dec-2015,200000,credit_card,0,697,650-699,0.1344,10-15%,0-20%,36,2015
Current,700,704,980.00%,28.97,60 months,Not Verified,B,B3,Dec-2015,63896,credit_card,0,702,700-749,0.098,<10%,20-35%,60,2015
Charged Off,725,729,1078.00%,14.87,36 months,Source Verified,B,B4,Dec-2015,130000,home_improvement,1,727,700-749,0.1078,10-15%,0-20%,36,2015
Current,660,664,1659.00%,12.77,60 months,Not Verified,D,D2,Dec-2015,42000,debt_consolidation,0,662,650-699,0.1659,15-20%,0-20%,60,2015
Fully Paid,695,699,699.00%,20.8,36 months,Not Verified,A,A3,Dec-2015,90000,debt_consolidation,0,697,650-699,0.0699,<10%,20-35%,36,2015
Fully Paid,720,724,649.00%,9.41,36 months,Not Verified,A,A2,Dec-2015,120000,debt_consolidation,0,722,700-749,0.0649,<10%,0-20%,36,2015
Charged Off,675,679,1485.00%,17.08,36 months,Source Verified,C,C5,Dec-2015,65000,debt_consolidation,1,677,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,765,769,749.00%,13.09,36 months,Source Verified,A,A4,Dec-2015,107111,debt_consolidation,0,767,750+,0.0749,<10%,0-20%,36,2015
Fully Paid,720,724,791.00%,37.41,36 months,Not Verified,A,A5,Dec-2015,60000,home_improvement,0,722,700-749,0.0791,<10%,35-45%,36,2015
Charged Off,675,679,1199.00%,26.62,36 months,Not Verified,C,C1,Dec-2015,56000,credit_card,1,677,650-699,0.1199,10-15%,20-35%,36,2015
Charged Off,670,674,1577.00%,21.9,36 months,Not Verified,D,D1,Dec-2015,48000,debt_consolidation,1,672,650-699,0.1577,15-20%,20-35%,36,2015
Charged Off,670,674,2245.00%,26.65,60 months,Verified,F,F1,Dec-2015,130000,debt_consolidation,1,672,650-699,0.2245,20%+,20-35%,60,2015
Fully Paid,725,729,2313.00%,32.22,60 months,Verified,F,F2,Dec-2015,53000,debt_consolidation,0,727,700-749,0.2313,20%+,20-35%,60,2015
Fully Paid,695,699,1485.00%,13.15,36 months,Not Verified,C,C5,Dec-2015,32600,debt_consolidation,0,697,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,720,724,791.00%,20.81,36 months,Not Verified,A,A5,Dec-2015,70000,debt_consolidation,0,722,700-749,0.0791,<10%,20-35%,36,2015
Fully Paid,720,724,699.00%,16.3,36 months,Not Verified,A,A3,Dec-2015,65000,credit_card,0,722,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,660,664,1399.00%,18.28,36 months,Verified,C,C4,Dec-2015,30000,other,0,662,650-699,0.1399,10-15%,0-20%,36,2015
Charged Off,665,669,1344.00%,21.93,60 months,Not Verified,C,C3,Dec-2015,85000,debt_consolidation,1,667,650-699,0.1344,10-15%,20-35%,60,2015
Fully Paid,685,689,1344.00%,26.21,36 months,Source Verified,C,C3,Dec-2015,24000,debt_consolidation,0,687,650-699,0.1344,10-15%,20-35%,36,2015
Fully Paid,670,674,1849.00%,39.24,36 months,Verified,D,D5,Dec-2015,32500,debt_consolidation,0,672,650-699,0.1849,15-20%,35-45%,36,2015
Fully Paid,735,739,791.00%,30.75,36 months,Not Verified,A,A5,Dec-2015,65400,debt_consolidation,0,737,700-749,0.0791,<10%,20-35%,36,2015
Fully Paid,705,709,1288.00%,21.54,60 months,Source Verified,C,C2,Dec-2015,125000,debt_consolidation,0,707,700-749,0.1288,10-15%,20-35%,60,2015
Fully Paid,675,679,1199.00%,30.32,36 months,Source Verified,C,C1,Dec-2015,80000,debt_consolidation,0,677,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,685,689,1849.00%,35.49,60 months,Verified,D,D5,Dec-2015,52700,debt_consolidation,0,687,650-699,0.1849,15-20%,35-45%,60,2015
Current,660,664,1797.00%,11.01,60 months,Not Verified,D,D4,Dec-2015,29000,major_purchase,0,662,650-699,0.1797,15-20%,0-20%,60,2015
Charged Off,660,664,2148.00%,24.68,36 months,Verified,E,E5,Dec-2015,40500,debt_consolidation,1,662,650-699,0.2148,20%+,20-35%,36,2015
Late (31-120 days),675,679,1344.00%,23.95,60 months,Not Verified,C,C3,Dec-2015,135000,home_improvement,1,677,650-699,0.1344,10-15%,20-35%,60,2015
Fully Paid,675,679,1199.00%,21.66,36 months,Not Verified,C,C1,Dec-2015,40000,debt_consolidation,0,677,650-699,0.1199,10-15%,20-35%,36,2015
Charged Off,665,669,2606.00%,13.57,60 months,Verified,F,F5,Dec-2015,41000,debt_consolidation,1,667,650-699,0.2606,20%+,0-20%,60,2015
Fully Paid,755,759,980.00%,11.8,36 months,Source Verified,B,B3,Dec-2015,200000,credit_card,0,757,750+,0.098,<10%,0-20%,36,2015
Fully Paid,670,674,1199.00%,21.51,36 months,Not Verified,C,C1,Dec-2015,68953.29,credit_card,0,672,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,660,664,1199.00%,11.02,36 months,Source Verified,C,C1,Dec-2015,600000,credit_card,0,662,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,660,664,980.00%,21.16,36 months,Source Verified,B,B3,Dec-2015,23400,credit_card,0,662,650-699,0.098,<10%,20-35%,36,2015
Fully Paid,665,669,1148.00%,28.43,36 months,Not Verified,B,B5,Dec-2015,74000,debt_consolidation,0,667,650-699,0.1148,10-15%,20-35%,36,2015
Fully Paid,670,674,2245.00%,34.03,60 months,Not Verified,F,F1,Dec-2015,48000,small_business,0,672,650-699,0.2245,20%+,20-35%,60,2015
Fully Paid,665,669,1078.00%,15.81,36 months,Source Verified,B,B4,Dec-2015,90000,credit_card,0,667,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,710,714,749.00%,22.37,36 months,Not Verified,A,A4,Dec-2015,76000,debt_consolidation,0,712,700-749,0.0749,<10%,20-35%,36,2015
Current,685,689,1797.00%,37.19,60 months,Not Verified,D,D4,Dec-2015,85000,car,0,687,650-699,0.1797,15-20%,35-45%,60,2015
Charged Off,665,669,1344.00%,9.99,60 months,Source Verified,C,C3,Dec-2015,38792,credit_card,1,667,650-699,0.1344,10-15%,0-20%,60,2015
Fully Paid,785,789,791.00%,37.64,36 months,Not Verified,A,A5,Dec-2015,30000,debt_consolidation,0,787,750+,0.0791,<10%,35-45%,36,2015
Fully Paid,700,704,649.00%,16.3,36 months,Source Verified,A,A2,Dec-2015,48000,credit_card,0,702,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,665,669,1148.00%,7.2,36 months,Source Verified,B,B5,Dec-2015,105000,debt_consolidation,0,667,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,760,764,849.00%,9.4,60 months,Not Verified,B,B1,Dec-2015,68000,debt_consolidation,0,762,750+,0.0849,<10%,0-20%,60,2015
Fully Paid,680,684,1148.00%,14.85,36 months,Verified,B,B5,Dec-2015,42500,debt_consolidation,0,682,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,730,734,1199.00%,23.95,36 months,Verified,C,C1,Dec-2015,89000,debt_consolidation,0,732,700-749,0.1199,10-15%,20-35%,36,2015
Fully Paid,710,714,1078.00%,10.3,36 months,Not Verified,B,B4,Dec-2015,38000,car,0,712,700-749,0.1078,10-15%,0-20%,36,2015
Fully Paid,680,684,532.00%,7.08,36 months,Source Verified,A,A1,Dec-2015,180000,home_improvement,0,682,650-699,0.0532,<10%,0-20%,36,2015
Fully Paid,760,764,1148.00%,17.02,36 months,Not Verified,B,B5,Dec-2015,50000,debt_consolidation,0,762,750+,0.1148,10-15%,0-20%,36,2015
Fully Paid,750,754,791.00%,11.31,36 months,Source Verified,A,A5,Dec-2015,78000,debt_consolidation,0,752,750+,0.0791,<10%,0-20%,36,2015
Fully Paid,690,694,1399.00%,7.27,36 months,Verified,C,C4,Dec-2015,150000,credit_card,0,692,650-699,0.1399,10-15%,0-20%,36,2015
Late (31-120 days),670,674,2424.00%,19.61,60 months,Source Verified,F,F3,Dec-2015,50000,major_purchase,1,672,650-699,0.2424,20%+,0-20%,60,2015
Fully Paid,675,679,1399.00%,31.07,36 months,Verified,C,C4,Dec-2015,46000,debt_consolidation,0,677,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,675,679,1148.00%,24.04,36 months,Verified,B,B5,Dec-2015,70000,debt_consolidation,0,677,650-699,0.1148,10-15%,20-35%,36,2015
Current,690,694,1577.00%,30.83,60 months,Not Verified,D,D1,Dec-2015,58000,credit_card,0,692,650-699,0.1577,15-20%,20-35%,60,2015
Fully Paid,700,704,749.00%,17.49,36 months,Source Verified,A,A4,Dec-2015,45000,debt_consolidation,0,702,700-749,0.0749,<10%,0-20%,36,2015
Fully Paid,705,709,849.00%,18.4,36 months,Verified,B,B1,Dec-2015,100000,home_improvement,0,707,700-749,0.0849,<10%,0-20%,36,2015
Charged Off,660,664,1485.00%,15.85,36 months,Source Verified,C,C5,Dec-2015,24000,credit_card,1,662,650-699,0.1485,10-15%,0-20%,36,2015
Charged Off,715,719,1399.00%,16.84,60 months,Verified,C,C4,Dec-2015,100000,credit_card,1,717,700-749,0.1399,10-15%,0-20%,60,2015
Current,710,714,791.00%,12.63,60 months,Not Verified,A,A5,Dec-2015,77160,credit_card,0,712,700-749,0.0791,<10%,0-20%,60,2015
Fully Paid,665,669,1199.00%,22.25,36 months,Source Verified,C,C1,Dec-2015,50000,other,0,667,650-699,0.1199,10-15%,20-35%,36,2015
Current,770,774,849.00%,7.87,60 months,Not Verified,B,B1,Dec-2015,65000,home_improvement,0,772,750+,0.0849,<10%,0-20%,60,2015
Charged Off,700,704,1288.00%,19.39,60 months,Source Verified,C,C2,Dec-2015,50000,debt_consolidation,1,702,700-749,0.1288,10-15%,0-20%,60,2015
Fully Paid,680,684,1288.00%,12.77,36 months,Source Verified,C,C2,Dec-2015,50000,debt_consolidation,0,682,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,810,814,1148.00%,28.14,60 months,Not Verified,B,B5,Dec-2015,52000,debt_consolidation,0,812,750+,0.1148,10-15%,20-35%,60,2015
Fully Paid,700,704,1797.00%,26.28,60 months,Verified,D,D4,Dec-2015,70000,credit_card,0,702,700-749,0.1797,15-20%,20-35%,60,2015
Fully Paid,730,734,1199.00%,21.6,60 months,Not Verified,C,C1,Dec-2015,60000,debt_consolidation,0,732,700-749,0.1199,10-15%,20-35%,60,2015
Fully Paid,705,709,917.00%,15.54,36 months,Not Verified,B,B2,Dec-2015,37000,debt_consolidation,0,707,700-749,0.0917,<10%,0-20%,36,2015
Fully Paid,660,664,1078.00%,11.06,36 months,Verified,B,B4,Dec-2015,46000,debt_consolidation,0,662,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,660,664,917.00%,13.46,36 months,Not Verified,B,B2,Dec-2015,70000,credit_card,0,662,650-699,0.0917,<10%,0-20%,36,2015
Current,705,709,1485.00%,19.55,60 months,Source Verified,C,C5,Dec-2015,95000,debt_consolidation,0,707,700-749,0.1485,10-15%,0-20%,60,2015
Fully Paid,665,669,1288.00%,15.88,36 months,Source Verified,C,C2,Dec-2015,52000,credit_card,0,667,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,680,684,1199.00%,28.14,36 months,Not Verified,C,C1,Dec-2015,60000,debt_consolidation,0,682,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,665,669,1078.00%,12.91,36 months,Source Verified,B,B4,Dec-2015,75000,home_improvement,0,667,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,715,719,649.00%,4.38,36 months,Not Verified,A,A2,Dec-2015,80000,debt_consolidation,0,717,700-749,0.0649,<10%,0-20%,36,2015
Charged Off,690,694,1078.00%,26.32,60 months,Not Verified,B,B4,Dec-2015,32736,credit_card,1,692,650-699,0.1078,10-15%,20-35%,60,2015
Fully Paid,685,689,980.00%,20,36 months,Source Verified,B,B3,Dec-2015,45000,credit_card,0,687,650-699,0.098,<10%,20-35%,36,2015
Charged Off,670,674,1577.00%,13.87,36 months,Source Verified,D,D1,Dec-2015,70600,debt_consolidation,1,672,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,670,674,791.00%,8.11,36 months,Source Verified,A,A5,Dec-2015,70000,credit_card,0,672,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,710,714,1899.00%,21.98,60 months,Verified,E,E1,Dec-2015,81900,debt_consolidation,0,712,700-749,0.1899,15-20%,20-35%,60,2015
Fully Paid,710,714,791.00%,10.81,36 months,Not Verified,A,A5,Dec-2015,70000,credit_card,0,712,700-749,0.0791,<10%,0-20%,36,2015
Fully Paid,705,709,726.00%,15.07,36 months,Not Verified,A,A4,Dec-2015,50000,debt_consolidation,0,707,700-749,0.0726,<10%,0-20%,36,2015
Fully Paid,675,679,980.00%,13.58,36 months,Source Verified,B,B3,Dec-2015,80000,medical,0,677,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,680,684,917.00%,9.05,36 months,Verified,B,B2,Dec-2015,70000,credit_card,0,682,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,665,669,849.00%,5.85,36 months,Not Verified,B,B1,Dec-2015,36500,credit_card,0,667,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,665,669,1199.00%,22.75,36 months,Source Verified,C,C1,Dec-2015,65000,other,0,667,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,660,664,1148.00%,28.82,36 months,Source Verified,B,B5,Dec-2015,65000,home_improvement,0,662,650-699,0.1148,10-15%,20-35%,36,2015
Charged Off,670,674,849.00%,24.67,36 months,Source Verified,B,B1,Dec-2015,30000,credit_card,1,672,650-699,0.0849,<10%,20-35%,36,2015
Charged Off,705,709,1199.00%,0,36 months,Verified,C,C1,Dec-2015,94000,other,1,707,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,695,699,649.00%,11.71,36 months,Not Verified,A,A2,Dec-2015,190000,credit_card,0,697,650-699,0.0649,<10%,0-20%,36,2015
Fully Paid,770,774,649.00%,16.49,36 months,Verified,A,A2,Dec-2015,46217,debt_consolidation,0,772,750+,0.0649,<10%,0-20%,36,2015
Fully Paid,675,679,791.00%,15.64,36 months,Source Verified,A,A5,Dec-2015,60000,debt_consolidation,0,677,650-699,0.0791,<10%,0-20%,36,2015
Charged Off,660,664,1288.00%,20.47,36 months,Source Verified,C,C2,Dec-2015,60000,debt_consolidation,1,662,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,660,664,1849.00%,17.65,36 months,Verified,D,D5,Dec-2015,62000,moving,0,662,650-699,0.1849,15-20%,0-20%,36,2015
Fully Paid,695,699,1148.00%,18.62,36 months,Verified,B,B5,Dec-2015,70000,other,0,697,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,745,749,649.00%,14.5,36 months,Not Verified,A,A2,Dec-2015,69500,debt_consolidation,0,747,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,675,679,849.00%,14.4,36 months,Source Verified,B,B1,Dec-2015,58000,credit_card,0,677,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,700,704,1078.00%,23.01,36 months,Not Verified,B,B4,Dec-2015,55000,debt_consolidation,0,702,700-749,0.1078,10-15%,20-35%,36,2015
Current,730,734,749.00%,21.53,60 months,Not Verified,A,A4,Dec-2015,24000,debt_consolidation,0,732,700-749,0.0749,<10%,20-35%,60,2015
Fully Paid,675,679,849.00%,14.22,36 months,Not Verified,B,B1,Dec-2015,72000,credit_card,0,677,650-699,0.0849,<10%,0-20%,36,2015
Current,730,734,1577.00%,13.68,60 months,Not Verified,D,D1,Dec-2015,40000,debt_consolidation,0,732,700-749,0.1577,15-20%,0-20%,60,2015
Charged Off,695,699,749.00%,20.96,36 months,Not Verified,A,A4,Dec-2015,26000,other,1,697,650-699,0.0749,<10%,20-35%,36,2015
Current,725,729,1399.00%,27.07,60 months,Not Verified,C,C4,Dec-2015,62500,debt_consolidation,0,727,700-749,0.1399,10-15%,20-35%,60,2015
Charged Off,670,674,1659.00%,13.85,60 months,Not Verified,D,D2,Dec-2015,109000,debt_consolidation,1,672,650-699,0.1659,15-20%,0-20%,60,2015
Charged Off,715,719,1797.00%,22.24,60 months,Source Verified,D,D4,Dec-2015,99000,credit_card,1,717,700-749,0.1797,15-20%,20-35%,60,2015
Charged Off,700,704,2749.00%,27.21,60 months,Verified,G,G2,Dec-2015,111216,other,1,702,700-749,0.2749,20%+,20-35%,60,2015
Fully Paid,710,714,1344.00%,24.97,36 months,Source Verified,C,C3,Dec-2015,125000,debt_consolidation,0,712,700-749,0.1344,10-15%,20-35%,36,2015
Fully Paid,700,704,1288.00%,20.71,36 months,Verified,C,C2,Dec-2015,59000,vacation,0,702,700-749,0.1288,10-15%,20-35%,36,2015
Fully Paid,735,739,849.00%,10.42,36 months,Not Verified,B,B1,Dec-2015,28000,major_purchase,0,737,700-749,0.0849,<10%,0-20%,36,2015
Fully Paid,665,669,1849.00%,29.26,36 months,Verified,D,D5,Dec-2015,40000,debt_consolidation,0,667,650-699,0.1849,15-20%,20-35%,36,2015
Fully Paid,750,754,532.00%,15.87,36 months,Not Verified,A,A1,Dec-2015,77000,debt_consolidation,0,752,750+,0.0532,<10%,0-20%,36,2015
Charged Off,660,664,2050.00%,27.01,36 months,Verified,E,E4,Dec-2015,10000,debt_consolidation,1,662,650-699,0.205,20%+,20-35%,36,2015
Charged Off,675,679,2313.00%,29.58,60 months,Verified,F,F2,Dec-2015,60000,credit_card,1,677,650-699,0.2313,20%+,20-35%,60,2015
Fully Paid,660,664,1797.00%,3.35,60 months,Source Verified,D,D4,Dec-2015,98000,credit_card,0,662,650-699,0.1797,15-20%,0-20%,60,2015
Fully Paid,700,704,749.00%,14.01,36 months,Source Verified,A,A4,Dec-2015,58000,debt_consolidation,0,702,700-749,0.0749,<10%,0-20%,36,2015
Charged Off,685,689,1659.00%,33.57,60 months,Source Verified,D,D2,Dec-2015,35000,debt_consolidation,1,687,650-699,0.1659,15-20%,20-35%,60,2015
Charged Off,670,674,2799.00%,7.57,60 months,Source Verified,G,G3,Dec-2015,55000,other,1,672,650-699,0.2799,20%+,0-20%,60,2015
Charged Off,675,679,1367.00%,28.45,60 months,Source Verified,C,C4,Dec-2015,45000,debt_consolidation,1,677,650-699,0.1367,10-15%,20-35%,60,2015
Fully Paid,675,679,1399.00%,10.25,36 months,Source Verified,C,C4,Dec-2015,112000,major_purchase,0,677,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,690,694,917.00%,22.37,36 months,Not Verified,B,B2,Dec-2015,53000,debt_consolidation,0,692,650-699,0.0917,<10%,20-35%,36,2015
Fully Paid,675,679,1485.00%,4.64,36 months,Verified,C,C5,Dec-2015,104000,house,0,677,650-699,0.1485,10-15%,0-20%,36,2015
Fully Paid,685,689,1199.00%,10.79,36 months,Not Verified,C,C1,Dec-2015,140000,debt_consolidation,0,687,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,755,759,749.00%,21.75,36 months,Source Verified,A,A4,Dec-2015,150000,debt_consolidation,0,757,750+,0.0749,<10%,20-35%,36,2015
Fully Paid,815,819,1577.00%,12.65,60 months,Verified,D,D1,Dec-2015,208000,debt_consolidation,0,817,750+,0.1577,15-20%,0-20%,60,2015
Charged Off,695,699,1148.00%,10.9,60 months,Not Verified,B,B5,Dec-2015,98000,credit_card,1,697,650-699,0.1148,10-15%,0-20%,60,2015
Fully Paid,675,679,1288.00%,13.79,36 months,Not Verified,C,C2,Dec-2015,120000,debt_consolidation,0,677,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,705,709,1078.00%,20.07,36 months,Not Verified,B,B4,Dec-2015,150000,major_purchase,0,707,700-749,0.1078,10-15%,20-35%,36,2015
Fully Paid,660,664,1899.00%,7.61,36 months,Not Verified,E,E1,Dec-2015,82000,medical,0,662,650-699,0.1899,15-20%,0-20%,36,2015
Fully Paid,705,709,1849.00%,32.55,60 months,Verified,D,D5,Dec-2015,56000,debt_consolidation,0,707,700-749,0.1849,15-20%,20-35%,60,2015
Charged Off,720,724,1078.00%,25.7,36 months,Not Verified,B,B4,Dec-2015,65000,debt_consolidation,1,722,700-749,0.1078,10-15%,20-35%,36,2015
Fully Paid,665,669,1148.00%,2.35,36 months,Verified,B,B5,Dec-2015,118000,debt_consolidation,0,667,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,705,709,1797.00%,4,36 months,Not Verified,D,D4,Dec-2015,36000,car,0,707,700-749,0.1797,15-20%,0-20%,36,2015
Fully Paid,795,799,980.00%,12.22,60 months,Source Verified,B,B3,Dec-2015,140000,credit_card,0,797,750+,0.098,<10%,0-20%,60,2015
Charged Off,675,679,1797.00%,39.81,60 months,Verified,D,D4,Dec-2015,75000,debt_consolidation,1,677,650-699,0.1797,15-20%,35-45%,60,2015
Fully Paid,675,679,1199.00%,29.29,36 months,Verified,C,C1,Dec-2015,37000,debt_consolidation,0,677,650-699,0.1199,10-15%,20-35%,36,2015
Fully Paid,805,809,649.00%,17.74,36 months,Not Verified,A,A2,Dec-2015,45000,debt_consolidation,0,807,750+,0.0649,<10%,0-20%,36,2015
Fully Paid,685,689,2148.00%,39.78,60 months,Verified,E,E5,Dec-2015,28000,debt_consolidation,0,687,650-699,0.2148,20%+,35-45%,60,2015
Fully Paid,710,714,1199.00%,18.15,60 months,Not Verified,C,C1,Dec-2015,110000,debt_consolidation,0,712,700-749,0.1199,10-15%,0-20%,60,2015
Fully Paid,730,734,917.00%,31.56,36 months,Not Verified,B,B2,Dec-2015,18100,credit_card,0,732,700-749,0.0917,<10%,20-35%,36,2015
Charged Off,790,794,532.00%,21.57,36 months,Not Verified,A,A1,Dec-2015,65000,debt_consolidation,1,792,750+,0.0532,<10%,20-35%,36,2015
Current,735,739,1148.00%,12.41,60 months,Source Verified,B,B5,Dec-2015,200000,home_improvement,0,737,700-749,0.1148,10-15%,0-20%,60,2015
Charged Off,685,689,749.00%,15.42,36 months,Source Verified,A,A4,Dec-2015,83000,debt_consolidation,1,687,650-699,0.0749,<10%,0-20%,36,2015
Charged Off,695,699,1288.00%,23.47,36 months,Verified,C,C2,Dec-2015,25200,credit_card,1,697,650-699,0.1288,10-15%,20-35%,36,2015
Fully Paid,685,689,791.00%,17.14,36 months,Not Verified,A,A5,Dec-2015,86000,debt_consolidation,0,687,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,805,809,849.00%,28.53,36 months,Not Verified,B,B1,Dec-2015,26000,debt_consolidation,0,807,750+,0.0849,<10%,20-35%,36,2015
Fully Paid,710,714,1078.00%,4.08,60 months,Not Verified,B,B4,Dec-2015,102000,other,0,712,700-749,0.1078,10-15%,0-20%,60,2015
Charged Off,660,664,917.00%,24.76,36 months,Not Verified,B,B2,Dec-2015,60000,credit_card,1,662,650-699,0.0917,<10%,20-35%,36,2015
Charged Off,695,699,532.00%,29.57,36 months,Verified,A,A1,Dec-2015,185000,car,1,697,650-699,0.0532,<10%,20-35%,36,2015
Current,740,744,1344.00%,26.63,60 months,Source Verified,C,C3,Dec-2015,38000,debt_consolidation,0,742,700-749,0.1344,10-15%,20-35%,60,2015
Fully Paid,665,669,917.00%,9.39,36 months,Not Verified,B,B2,Dec-2015,52000,credit_card,0,667,650-699,0.0917,<10%,0-20%,36,2015
Current,680,684,1989.00%,29.56,60 months,Source Verified,E,E3,Dec-2015,33000,debt_consolidation,0,682,650-699,0.1989,15-20%,20-35%,60,2015
Fully Paid,660,664,980.00%,4.38,36 months,Not Verified,B,B3,Dec-2015,80000,home_improvement,0,662,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,680,684,749.00%,20.25,36 months,Not Verified,A,A4,Dec-2015,100000,credit_card,0,682,650-699,0.0749,<10%,20-35%,36,2015
Fully Paid,670,674,1199.00%,9.27,36 months,Verified,C,C1,Dec-2015,62000,debt_consolidation,0,672,650-699,0.1199,10-15%,0-20%,36,2015
Current,670,674,1199.00%,9.02,60 months,Not Verified,C,C1,Dec-2015,150000,home_improvement,0,672,650-699,0.1199,10-15%,0-20%,60,2015
Charged Off,670,674,791.00%,15.64,36 months,Not Verified,A,A5,Dec-2015,36144,credit_card,1,672,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,690,694,849.00%,12.37,60 months,Not Verified,B,B1,Dec-2015,85000,debt_consolidation,0,692,650-699,0.0849,<10%,0-20%,60,2015
Fully Paid,680,684,1078.00%,23.58,36 months,Verified,B,B4,Dec-2015,62000,debt_consolidation,0,682,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,680,684,980.00%,24.88,36 months,Verified,B,B3,Dec-2015,98000,credit_card,0,682,650-699,0.098,<10%,20-35%,36,2015
Fully Paid,755,759,1078.00%,18.13,60 months,Source Verified,B,B4,Dec-2015,92000,credit_card,0,757,750+,0.1078,10-15%,0-20%,60,2015
Fully Paid,670,674,1148.00%,25.93,36 months,Verified,B,B5,Dec-2015,82000,debt_consolidation,0,672,650-699,0.1148,10-15%,20-35%,36,2015
Charged Off,665,669,849.00%,20.12,36 months,Verified,B,B1,Dec-2015,30000,debt_consolidation,1,667,650-699,0.0849,<10%,20-35%,36,2015
Fully Paid,755,759,1344.00%,24.58,36 months,Not Verified,C,C3,Dec-2015,44000,other,0,757,750+,0.1344,10-15%,20-35%,36,2015
Current,710,714,1288.00%,30.16,60 months,Not Verified,C,C2,Dec-2015,70000,debt_consolidation,0,712,700-749,0.1288,10-15%,20-35%,60,2015
Charged Off,665,669,1288.00%,15.69,36 months,Source Verified,C,C2,Dec-2015,115000,home_improvement,1,667,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,710,714,791.00%,17.82,36 months,Verified,A,A5,Dec-2015,117000,debt_consolidation,0,712,700-749,0.0791,<10%,0-20%,36,2015
Fully Paid,660,664,1078.00%,7.05,36 months,Verified,B,B4,Dec-2015,47630,credit_card,0,662,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,705,709,1577.00%,17.92,36 months,Source Verified,D,D1,Dec-2015,45000,moving,0,707,700-749,0.1577,15-20%,0-20%,36,2015
Fully Paid,665,669,917.00%,18.36,36 months,Source Verified,B,B2,Dec-2015,42000,credit_card,0,667,650-699,0.0917,<10%,0-20%,36,2015
